id,license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown,license_summary
225,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access  This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the articleâ€™s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the articleâ€™s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
226,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access  This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the articleÎ“Ã‡Ã–s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the articleÎ“Ã‡Ã–s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
227,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access  This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the articleΓÇÖs Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the articleΓÇÖs Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
228,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access  This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution, and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
229,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ https://creativecommons.org/licenses/by-nc/4.0/ uri ), which permits any noncommercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
230,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits any non-commercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
231,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits any noncommercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
232,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
233,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
234,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
235,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
236,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder.To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
237,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder.To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
238,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the articleâ€™s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the articleâ€™s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder.To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
239,http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution, and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
240,http://creativecommons.org/licenses/by-nc/4.0/,"This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ), which permits any noncommercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
241,http://creativecommons.org/licenses/by-nc/4.0/,"This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ) which permits non-Commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
242,http://creativecommons.org/licenses/by-nc/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution-NonCommercial 4.0 License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ) which
permits non-Commercial use, reproduction and distribution of the work
without further permission provided the original work is attributed as
specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
243,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
244,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial 4.0
International License, which permits any non-commercial use, sharing, adaptation,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, provide a link to the
Creative Commons licence, and indicate if changes were made. The images or other
third party material in this article are included in the article's Creative Commons
licence, unless indicated otherwise in a credit line to the material. If material is
not included in the article's Creative Commons licence and your intended use is not
permitted by statutory regulation or exceeds the permitted use, you will need to
obtain permission directly from the copyright holder. To view a copy of this licence,
visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
245,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial 4.0
International License, which permits any non-commercial use, sharing, adaptation,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, provide a link to the
Creative Commons licence, and indicate if changes were made. The images or other
third party material in this article are included in the article's Creative Commons
licence, unless indicated otherwise in a credit line to the material. If material is
not included in the article's Creative Commons licence and your intended use is not
permitted by statutory regulation or exceeds the permitted use, you will need to
obtain permission directly from the copyright holder. To view a copy of this licence,
visit  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
246,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial
4.0 International License, which permits any non-commercial use, sharing, adaptation,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, provide a link to the
Creative Commons licence, and indicate if changes were made. The images or other
third party material in this article are included in the article's Creative Commons
licence, unless indicated otherwise in a credit line to the material. If material is
not included in the article's Creative Commons licence and your intended use is not
permitted by statutory regulation or exceeds the permitted use, you will need to
obtain permission directly from the copyright holder. To view a copy of this licence,
visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
247,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial
4.0 International License, which permits any non-commercial use, sharing, adaptation,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, provide a link to the
Creative Commons licence, and indicate if changes were made. The images or other
third party material in this article are included in the article's Creative Commons
licence, unless indicated otherwise in a credit line to the material. If material is
not included in the article's Creative Commons licence and your intended use is not
permitted by statutory regulation or exceeds the permitted use, you will need to
obtain permission directly from the copyright holder. To view a copy of this licence,
visit http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
248,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial
4.0 International License, which permits any non-commercial use, sharing, adaptation,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, provide a link to the
Creative Commons licence, and indicate if changes were made. The images or other
third party material in this article are included in the article's Creative Commons
licence, unless indicated otherwise in a credit line to the material. If material is
not included in the article's Creative Commons licence and your intended use is not
permitted by statutory regulation or exceeds the permitted use, you will need to
obtain permission directly from the copyright holder. To view a copy of this licence,
visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
249,http://creativecommons.org/licenses/by-nc/4.0/,"This article is licensed under a Creative Commons Attribution-NonCommercial
4.0 International License, which permits any non-commercial use, sharing, adaptation,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, provide a link to the
Creative Commons licence, and indicate if changes were made. The images or other
third party material in this article are included in the article's Creative Commons
licence, unless indicated otherwise in a credit line to the material. If material is
not included in the article's Creative Commons licence and your intended use is not
permitted by statutory regulation or exceeds the permitted use, you will need to
obtain permission directly from the copyright holder. To view a copy of this licence,
visit http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
250,http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
251,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
252,http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
253,http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
254,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
255,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
256,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
257,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
258,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, an indication of whether changes were made, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
259,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, an indication of whether changes were made, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
260,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, an indication of whether changes were made, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
261,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, an indication of whether changes were made, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
262,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, an indication of whether changes were made, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
263,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, an indication of whether changes were made, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
264,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, any changes made are indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
265,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, any changes made are indicated, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
266,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
267,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
268,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
269,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
270,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
271,http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
