collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
IEEE,PMC8769036,10.1109/TIM.2021.3116307,2022/03/03,2021,IEEE Trans Instrum Meas,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545185,10.1109/ACCESS.2021.3116067,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545202,10.1109/ACCESS.2021.3115554,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843062,10.1109/JBHI.2021.3114180,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8843052,10.1109/TNNLS.2021.3111745,2022/05/13,2021,IEEE Trans Neural Netw Learn Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864938,10.1109/JSEN.2021.3113467,2022/05/13,2021,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864949,10.1109/JSEN.2021.3110857,2022/05/13,2021,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9088818,10.1109/TASE.2021.3106782,2022/05/13,2021,IEEE Trans Autom Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8956371,10.1109/LES.2021.3107837,2022/05/13,2021,IEEE Embed Syst Lett,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905613,10.1109/TUFFC.2021.3107598,2022/05/13,2021,IEEE Trans Ultrason Ferroelectr Freq Control,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8843044,10.1109/JSEN.2021.3107736,2022/05/13,2021,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8843066,10.1109/JBHI.2021.3106341,2022/03/03,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864944,10.1109/MITP.2020.3042379,2022/05/13,2021,IT Prof,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864936,10.1109/MITP.2021.3072585,2022/05/13,2021,IT Prof,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905607,10.1109/TNB.2021.3105662,2022/03/31,2021,IEEE Trans Nanobioscience,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8851432,10.1109/TAI.2021.3104791,2022/05/13,2021,IEEE Trans Artif Intell,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545188,10.1109/ACCESS.2021.3105321,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843059,10.1109/JBHI.2021.3104629,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8709885,10.1109/JBHI.2021.3103389,2022/03/31,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905616,10.1109/TMI.2021.3104474,2022/05/13,2021,IEEE Trans Med Imaging,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8843049,10.1109/JBHI.2021.3103839,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8904133,10.1109/JBHI.2021.3103646,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8956365,10.1109/JIOT.2021.3098158,2022/05/13,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545201,10.1109/ACCESS.2021.3097559,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8956368,10.1109/TCBB.2021.3096455,2022/05/13,2021,IEEE/ACM Trans Comput Biol Bioinform,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8545192,10.1109/ACCESS.2021.3095222,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545196,10.1109/ACCESS.2021.3094400,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8769009,10.1109/OJEMB.2021.3093774,2022/03/03,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by-nc-nd/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see  https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/"
IEEE,PMC8545197,10.1109/ACCESS.2021.3093633,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864977,10.1109/MPULS.2021.3078598,2022/05/13,2021,IEEE Pulse,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864941,10.1109/MPULS.2021.3078603,2022/05/13,2021,IEEE Pulse,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864950,10.1109/MITP.2020.3036820,2022/05/13,2021,IT Prof,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864918,10.1109/TNNLS.2021.3086570,2022/05/13,2021,IEEE Trans Neural Netw Learn Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864966,10.1109/JBHI.2021.3089577,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864955,10.1109/ICJECE.2021.3052860,2022/05/13,2021,,IEEE Canada,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8864951,10.1109/JSEN.2021.3089016,2022/05/13,2021,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8864958,10.1109/ACCESS.2021.3087583,2022/03/03,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545189,10.1109/ACCESS.2021.3086229,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545187,10.1109/ACCESS.2021.3085682,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545195,10.1109/ACCESS.2021.3085240,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545186,10.1109/ACCESS.2021.3085418,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843050,10.1109/TBME.2021.3085576,2022/05/13,2021,IEEE Trans Biomed Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545210,10.1109/ACCESS.2021.3082108,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545004,10.1109/TCSS.2021.3077701,2022/03/03,2021,IEEE Trans Comput Soc Syst,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8224464,10.1109/ACCESS.2021.3079716,2021/06/24,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545207,10.1109/ACCESS.2021.3079121,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545205,10.1109/ACCESS.2021.3079197,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545204,10.1109/ACCESS.2021.3079217,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9088790,10.1109/ACCESS.2021.3077592,2022/05/13,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8905612,10.1109/TNSE.2021.3077280,2022/05/13,2021,IEEE Trans Netw Sci Eng,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8956366,10.1109/JERM.2021.3077110,2022/05/13,2021,IEEE J Electromagn RF Microw Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8248768,10.1109/JTEHM.2021.3077142,2021/07/06,2021,IEEE J Transl Eng Health Med,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9088826,10.1109/TMM.2021.3075566,2022/05/13,2021,IEEE Trans Multimedia,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8843051,10.1109/TCSS.2021.3073109,2022/05/13,2021,IEEE Trans Comput Soc Syst,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8545028,10.1109/OJSP.2021.3075913,2021/11/18,2021,IEEE Open J Signal Process,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864957,10.1109/ACCESS.2021.3075571,2022/03/03,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545209,10.1109/ACCESS.2021.3074753,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112671,10.1109/MPULS.2021.3066716,2021/05/18,2021,IEEE Pulse,IEEE,NA,NA
IEEE,PMC8864954,10.1109/JIOT.2021.3073864,2022/05/13,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545213,10.1109/ACCESS.2021.3073728,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8791436,10.1109/TAI.2021.3073088,2022/02/01,2021,IEEE Trans Artif Intell,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864919,10.1109/TUFFC.2021.3070696,2022/05/13,2021,IEEE Trans Ultrason Ferroelectr Freq Control,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905615,10.1109/RBME.2021.3069815,2022/05/13,2021,IEEE Rev Biomed Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545208,10.1109/ACCESS.2021.3069255,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8118689,10.1109/OJEMB.2021.3070818,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112667,10.1109/OJEMB.2021.3070830,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8905610,10.1109/RBME.2021.3069213,2022/05/13,2021,IEEE Rev Biomed Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8118688,10.1109/OJEMB.2021.3070822,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112669,10.1109/OJEMB.2021.3070829,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864937,10.1109/JSEN.2021.3068922,2022/05/13,2021,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545211,10.1109/ACCESS.2021.3068276,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8118690,10.1109/OJEMB.2021.3070825,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112670,10.1109/OJEMB.2021.3070827,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545049,10.1109/OJCS.2021.3067450,2021/11/18,2021,,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545216,10.1109/ACCESS.2021.3067047,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545214,10.1109/ACCESS.2021.3067311,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014474,10.1109/JIOT.2021.3066575,2022/05/13,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545229,10.1109/ACCESS.2021.3066503,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545219,10.1109/ACCESS.2021.3066242,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545215,10.1109/ACCESS.2021.3066450,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8851430,10.1109/TCBB.2021.3065361,2022/05/13,2021,IEEE/ACM Trans Comput Biol Bioinform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545228,10.1109/ACCESS.2021.3065456,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843047,10.1109/JSYST.2021.3055675,2022/05/13,2021,IEEE Syst J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545226,10.1109/ACCESS.2021.3064826,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545220,10.1109/ACCESS.2021.3064632,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545224,10.1109/ACCESS.2021.3064323,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545033,10.1109/OJEMB.2021.3064506,2021/11/12,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864942,10.1109/TCSS.2021.3060952,2022/05/13,2021,IEEE Trans Comput Soc Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545025,10.1109/OJEMB.2021.3063890,2021/11/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9088803,10.1109/JBHI.2021.3063106,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545218,10.1109/ACCESS.2021.3063152,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545217,10.1109/ACCESS.2021.3062875,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864946,10.1109/JIOT.2021.3062288,2022/05/13,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905611,10.1109/LRA.2021.3062336,2022/05/13,2021,IEEE Robot Autom Lett,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8675556,10.1109/ACCESS.2021.3061621,2021/12/29,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545047,10.1109/JSTSP.2021.3061251,2021/11/18,2021,IEEE J Sel Top Signal Process,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545230,10.1109/ACCESS.2021.3061058,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545058,10.1109/JSTARS.2021.3060038,2021/11/18,2021,IEEE J Sel Top Appl Earth Obs Remote Sens,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545223,10.1109/ACCESS.2021.3059821,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8962826,10.1109/TNSE.2021.3058762,2022/05/13,2021,IEEE Trans Netw Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC7924653,10.1109/JTEHM.2021.3058841,2021/03/03,2021,IEEE J Transl Eng Health Med,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8675557,10.1109/ACCESS.2021.3058537,2021/12/29,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545231,10.1109/ACCESS.2021.3058448,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545243,10.1109/ACCESS.2021.3058066,2021/11/12,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545239,10.1109/ACCESS.2021.3058155,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8545212,10.1109/ACCESS.2021.3058206,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8864943,10.1109/LCSYS.2021.3056616,2022/05/13,2021,IEEE Control Syst Lett,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
