pmcid,pmid
PMC8146270,34186345
PMC8146269,34048861
PMC8146268,34330515
PMC8146267,34235501
PMC8146266,34048910
PMC8146265,34055330
PMC8146264,34048893
PMC8146263,34048782
PMC8146202,34055576
PMC8146199,34055577
PMC8146189,34048719
PMC8146188,34054194
PMC8144927,34052578
PMC8144900,34049765
PMC8144899,34049766
PMC8144898,34049775
PMC8144156,34048912
PMC8144117,34048833
PMC8144116,34044096
PMC8144115,34045172
PMC8144098,34058614
PMC8144097,34055331
PMC8144095,34058581
PMC8144094,34048776
PMC8143995,34049240
PMC8143979,34049184
PMC8143917,34054134
PMC8143916,34045083
PMC8143914,34144277
PMC8143912,34044192
PMC8143911,34056571
PMC8143910,34077874
PMC8143909,34044037
PMC8143908,34116901
PMC8143907,34062319
PMC8143906,34044036
PMC8143905,34186339
PMC8143904,33450286
PMC8143730,34045001
PMC8143729,34043954
PMC8143728,34044998
PMC8143650,34056568
PMC8142890,34118193
PMC8142887,0
PMC8142884,34139177
PMC8142859,34139176
PMC8142858,34054975
PMC8142857,34055047
PMC8142856,34143953
PMC8142854,0
PMC8142850,34054229
PMC8142843,34074544
PMC8142842,34218847
PMC8142841,34210573
PMC8142840,34218846
PMC8142822,34044152
PMC8142821,34044003
PMC8142818,34044141
PMC8142815,0
PMC8142814,34044144
PMC8142813,34134915
PMC8142812,34044114
PMC8142806,34107373
PMC8142805,34044151
PMC8142803,34091338
PMC8142792,34052570
PMC8142743,34044153
PMC8142742,34099309
PMC8142741,34044007
PMC8142740,0
PMC8142739,34148681
PMC8142738,34323811
PMC8142716,0
PMC8142714,0
PMC8142713,34044145
PMC8142712,34044140
PMC8142320,34044974
PMC8142318,34044977
PMC8142275,0
PMC8142270,34038766
PMC8142269,34049691
PMC8142257,34033966
PMC8142147,34054202
PMC8142078,34054326
PMC8142077,34056566
PMC8142075,33905742
PMC8142059,0
PMC8142037,34056111
PMC8142035,34130822
PMC8142029,34033891
PMC8142028,34033834
PMC8142027,34033836
PMC8142026,34033973
PMC8142025,34330509
PMC8142023,34033806
PMC8141907,34039479
PMC8141906,34034897
PMC8141905,34034932
PMC8141904,0
PMC8141903,34034972
PMC8141902,34056110
PMC8141823,34561113
PMC8141788,34171563
PMC8141787,0
PMC8141786,34352471
PMC8141785,34033972
PMC8141784,34053788
PMC8141783,34059464
PMC8141782,34054133
PMC8141781,34054197
PMC8141733,34056141
PMC8141726,34054247
PMC8141724,34099437
PMC8141723,34088619
PMC8141722,34088625
PMC8141721,34092449
PMC8141720,34033854
PMC8141719,34547580
PMC8141718,34133953
PMC8141717,34172313
PMC8141716,34226066
PMC8141715,0
PMC8141714,34103268
PMC8141713,34099378
PMC8141712,34099379
PMC8141701,34102477
PMC8141698,34051617
PMC8141697,34055238
PMC8141696,34116858
PMC8141695,34054147
PMC8141694,34315615
PMC8141693,34052147
PMC8141692,34161857
PMC8141691,34166857
PMC8141690,34033926
PMC8141689,34033927
PMC8141687,34033981
PMC8141371,34036253
PMC8141368,34030957
PMC8141355,34036252
PMC8141354,34036254
PMC8141349,34175806
PMC8141348,34056632
PMC8141347,34055583
PMC8141346,34029587
PMC8141345,34045093
PMC8141344,34033751
PMC8141343,34033857
PMC8141342,34029702
PMC8141270,34029558
PMC8141269,34029634
PMC8141268,34294374
PMC8141267,34029554
PMC8141266,34029553
PMC8141265,34059386
PMC8141263,34045121
PMC8141262,34051491
PMC8141261,34090826
PMC8140653,34054142
PMC8140070,34030781
PMC8140069,34030942
PMC8139813,34054176
PMC8139812,34054177
PMC8139615,34029536
PMC8139536,34029842
PMC8139535,33962080
PMC8139534,34045120
PMC8139533,34029757
PMC8139532,34809772
PMC8139531,34056569
PMC8139530,34029516
PMC8139529,34092517
PMC8139518,33965645
PMC8139470,34055582
PMC8139442,34054148
PMC8139441,34029640
PMC8139440,34055580
PMC8139439,34029628
PMC8139438,34054193
PMC8139437,34029545
PMC8139436,34029705
PMC8139435,34029710
PMC8139434,34217677
PMC8139433,34484823
PMC8139432,34054192
PMC8139431,34029759
PMC8139430,34029569
PMC8139429,34029629
PMC8139389,34029626
PMC8139365,34353525
PMC8139364,34056143
PMC8139362,34029534
PMC8139338,34029632
PMC8139337,34029546
PMC8139336,0
PMC8139330,34029627
PMC8139329,34051508
PMC8139328,34029750
PMC8139327,0
PMC8139326,34118737
PMC8139325,34049194
PMC8139315,34056628
PMC8139313,34172305
PMC8139286,34186340
PMC8139283,34538302
PMC8139282,34538301
PMC8139281,34056627
PMC8139280,34134940
PMC8139276,34054230
PMC8139275,34054246
PMC8139266,34538303
PMC8139265,34154837
PMC8139264,34237248
PMC8139263,34059371
PMC8139262,34144788
PMC8139261,34039524
PMC8139253,34118187
PMC8139243,34054150
PMC8139238,34120794
PMC8139237,34052067
PMC8139236,34055107
PMC8139235,34049205
PMC8139234,34187703
PMC8139233,34330544
PMC8139232,34154954
PMC8139231,34060545
PMC8139230,34055106
PMC8139228,34186368
PMC8139187,34024614
PMC8139186,34023367
PMC8139185,34023458
PMC8139184,34134888
PMC8139183,34023285
PMC8139181,34024641
PMC8139021,0
PMC8136363,0
PMC8139179,34120839
PMC8139178,34144742
PMC8139177,0
PMC8139176,34023366
PMC8139175,34023496
PMC8139174,34023401
PMC8139172,0
PMC8139171,34412837
PMC8139170,34023520
PMC8139169,34030928
PMC8139117,34035842
PMC8138969,34035844
PMC8138968,34035843
PMC8138967,34035840
PMC8138966,34035841
PMC8138940,0
PMC8138916,0
PMC8138915,0
PMC8138913,0
PMC8138912,0
PMC8138911,0
PMC8138910,0
PMC8138909,0
PMC8138908,0
PMC8138907,0
PMC8138906,0
PMC8138905,0
PMC8138904,0
PMC8138903,0
PMC8138902,0
PMC8138692,34035555
PMC8138119,0
PMC8138118,0
PMC8138117,0
PMC8138116,0
PMC8138042,0
PMC8138040,0
PMC8138000,0
PMC8137999,0
PMC8137981,0
PMC8137980,0
PMC8137962,0
PMC8137961,0
PMC8137960,0
PMC8137889,0
PMC8137888,0
PMC8137866,0
PMC8137865,0
PMC8137855,0
PMC8137818,0
PMC8137817,0
PMC8137810,0
PMC8137809,0
PMC8137808,0
PMC8137802,0
PMC8137801,0
PMC8137714,0
PMC8137713,0
PMC8137712,0
PMC8137711,0
PMC8137684,0
PMC8137683,0
PMC8137682,0
PMC8137681,0
PMC8137680,0
PMC8137679,0
PMC8137678,0
PMC8137677,0
PMC8137676,0
PMC8137561,0
PMC8137555,0
PMC8137554,0
PMC8137553,0
PMC8137508,0
PMC8137507,0
PMC8137506,0
PMC8137505,0
PMC8137504,0
PMC8137503,0
PMC8137376,34192610
PMC8137375,34174523
PMC8137366,33539929
PMC8137364,34035656
PMC8137363,0
PMC8137361,34024414
PMC8137360,34023417
PMC8137358,34023311
PMC8137357,34035562
PMC8137356,34087575
PMC8137355,34052780
PMC8137354,34144745
PMC8137353,34023513
PMC8137352,34023323
PMC8137351,34144744
PMC8137350,34036186
PMC8137349,34052482
PMC8137348,34023480
PMC8137347,34035977
PMC8137346,34023454
PMC8137345,34087553
PMC8137343,34023473
PMC8137342,34036287
PMC8137339,33636368
PMC8137314,34036292
PMC8137310,34022973
PMC8137309,34022988
PMC8137307,34023014
PMC8137306,34022975
PMC8137301,34022976
PMC8136293,34023511
PMC8136292,34126319
PMC8136291,34144743
PMC8136275,34024691
PMC8136274,34024684
PMC8136273,34024653
PMC8136117,34024438
PMC8135287,34035675
PMC8135257,34019795
PMC8135229,34035536
PMC8135228,34036187
PMC8135227,34233864
PMC8135197,34035845
PMC8135192,34154865
PMC8135191,34022205
PMC8135190,34023315
PMC8135189,34049092
PMC8135188,34052501
PMC8135187,34023492
PMC8134890,34015254
PMC8134881,34031632
PMC8134880,0
PMC8133830,34022375
PMC8133828,0
PMC8133827,34022333
PMC8133826,34031638
PMC8133825,34022336
PMC8133824,34044238
PMC8133823,34144746
PMC8133822,34044293
PMC8133821,34031621
PMC8133820,34022374
PMC8133819,34022371
PMC8133803,34215035
PMC8133802,34031641
PMC8133801,0
PMC8133800,34098463
PMC8133799,34022372
PMC8133798,34052564
PMC8133797,34051516
PMC8133769,34022148
PMC8133768,34031649
PMC8133767,34022149
PMC8133766,34022143
PMC8133765,34022142
PMC8133612,34059373
PMC8133611,34049840
PMC8133531,34044308
PMC8133530,34053826
PMC8133529,0
PMC8133528,0
PMC8133527,34246427
PMC8133526,0
PMC8133525,34090708
PMC8133495,34081913
PMC8133494,34217471
PMC8133493,34031619
PMC8133491,34538298
PMC8133490,0
PMC8133489,34031633
PMC8133488,34038715
PMC8133487,34182256
PMC8133409,34040494
PMC8133390,34031646
PMC8133389,34031635
PMC8133388,34058493
PMC8133387,34144335
PMC8133386,34031637
PMC8133385,34051613
PMC8133384,34031636
PMC8133383,34102147
PMC8133382,34088595
PMC8133381,34034965
PMC8132744,34025016
PMC8132575,34027512
PMC8132555,34028469
PMC8132553,34028468
PMC8132552,34022329
PMC8132551,34022331
PMC8132550,34044300
PMC8132549,34977842
PMC8132512,34247014
PMC8132510,34022172
PMC8132509,34026548
PMC8132508,34026490
PMC8132506,34022358
PMC8132504,34022334
PMC8132503,34022394
PMC8132502,34022227
PMC8132501,34051515
PMC8132499,0
PMC8132498,34022369
PMC8132497,34026475
PMC8132496,34022338
PMC8132495,34022388
PMC8132190,33965621
PMC8132171,0
PMC8132075,0
PMC8132045,34023021
PMC8131885,0
PMC8131571,34026471
PMC8131557,34140222
PMC8131556,34090084
PMC8131555,34020032
PMC8131554,34022198
PMC8131500,0
PMC8131393,34020848
PMC8131188,34026570
PMC8131187,34020033
PMC8131186,34028467
PMC8131185,34020908
PMC8131184,34026245
PMC8131183,34062477
PMC8131182,34027508
PMC8131181,34809775
PMC8131180,34020039
PMC8131179,34019999
PMC8131117,34027496
PMC8131077,34019825
PMC8131062,33675693
PMC8131061,34019820
PMC8131060,34019801
PMC8131059,34019842
PMC8131000,0
PMC8130913,33640075
PMC8130621,34025047
PMC8130607,34028466
PMC8130604,34957363
PMC8130603,34112505
PMC8130597,34026472
PMC8130595,34489196
PMC8130594,34029929
PMC8130593,34229244
PMC8130592,0
PMC8130591,34019911
PMC8130590,34019955
PMC8130589,34020010
PMC8130587,34172387
PMC8130586,34294476
PMC8130584,34126400
PMC8130549,34053854
PMC8130540,34119335
PMC8130539,34034950
PMC8130538,34027307
PMC8130518,0
PMC8130517,34039497
PMC8130516,34538306
PMC8130515,34027306
PMC8130514,34102552
PMC8130513,34059440
PMC8130512,34081912
PMC8130501,34052565
PMC8130499,34051653
PMC8130498,34025885
PMC8130497,34020832
PMC8130496,33965591
PMC8130495,34147410
PMC8130494,34058130
PMC8130189,34027499
PMC8130002,34015287
PMC8129999,34148669
PMC8129998,34027497
PMC8129997,34051558
PMC8129996,34020098
PMC8129995,34019949
PMC8129994,34023580
PMC8129993,34026229
PMC8129886,34020254
PMC8129828,34015541
PMC8129802,33957320
PMC8129801,34024911
PMC8129800,34809776
PMC8129799,34049216
PMC8129798,34029783
PMC8129797,33988688
PMC8129790,34082189
PMC8129788,0
PMC8129787,34027315
PMC8129786,34027510
PMC8129785,34026297
PMC8129784,34116924
PMC8129783,34167880
PMC8129782,34015338
PMC8129781,34027507
PMC8129780,34015337
PMC8129779,34147430
PMC8129723,33540139
PMC8129613,34027514
PMC8128986,34026476
PMC8128716,34015642
PMC8128714,34015627
PMC8128705,34025089
PMC8128693,34053848
PMC8128692,34016387
PMC8128691,34016384
PMC8128673,34015324
PMC8128672,34015326
PMC8128671,34025822
PMC8128670,34025823
PMC8128669,34025825
PMC8128668,0
PMC8128667,34025824
PMC8128002,34016259
PMC8128001,34016276
PMC8128000,34016275
PMC8127950,34027513
PMC8127614,34026547
PMC8127553,0
PMC8127552,0
PMC8127529,34015317
PMC8127528,34175613
PMC8127527,34044299
PMC8127526,34015363
PMC8127525,34026228
PMC8127524,0
PMC8127523,34015316
PMC8127522,0
PMC8127520,34015523
PMC8127519,34026244
PMC8127518,33940153
PMC8127517,34015535
PMC8127516,34511346
PMC8127515,34027383
PMC8127514,34015530
PMC8126994,34048984
PMC8126797,33662326
PMC8126647,34016291
PMC8126605,34022129
PMC8126603,34022154
PMC8126519,34026465
PMC8126518,34176577
PMC8126517,34176576
PMC8126480,34016491
PMC8126476,34026584
PMC8126375,34010661
PMC8126374,0
PMC8126178,34083090
PMC8126176,34053885
PMC8126175,0
PMC8126174,34172261
PMC8126173,34027498
PMC8126092,0
PMC8126089,0
PMC8126087,34353507
PMC8125916,34024946
PMC8125910,34026549
PMC8125900,34051148
PMC8124090,34025048
PMC8124025,34215120
PMC8124024,34027231
PMC8124015,33905848
PMC8123935,34629693
PMC8123934,34027220
PMC8123933,34004166
PMC8123932,34004318
PMC8123920,0
PMC8123783,34025952
PMC8123722,34004375
PMC8123721,34006431
PMC8123532,34020843
PMC8123531,34323848
PMC8123530,34004155
PMC8123529,34004329
PMC8123528,34004326
PMC8123527,34026473
PMC8123526,34004171
PMC8123525,34004360
PMC8123524,34004362
PMC8123523,34004207
PMC8123522,34029848
PMC8123521,34004328
PMC8123520,34004379
PMC8123519,34044222
PMC8123518,34024966
PMC8123517,34004167
PMC8123493,34004284
PMC8123432,34004156
PMC8123430,34144741
PMC8123412,34001417
PMC8123411,0
PMC8123410,34004154
PMC8123409,34022485
PMC8123406,34004222
PMC8123405,34027242
PMC8123386,33965601
PMC8123385,34000418
PMC8123384,34027509
PMC8123383,34026493
PMC8123382,34025036
PMC8123380,34090723
PMC8123379,34146997
PMC8123378,34023182
PMC8123377,34082281
PMC8123376,34176733
PMC8123375,34023769
PMC8123374,34000278
PMC8123373,34000358
PMC8123372,34027328
PMC8123371,34022511
PMC8123370,34051507
PMC8123369,34020162
PMC8123367,34000545
PMC8123366,34022502
PMC8123365,34020126
PMC8123159,34027200
PMC8121557,34024981
PMC8121541,34000236
PMC8121538,34000257
PMC8121532,34000235
PMC8121531,34000238
PMC8121530,34000254
PMC8121524,34000255
PMC8121500,34027506
PMC8121499,34000242
PMC8121498,34000237
PMC8121497,34027505
PMC8121493,34000258
PMC8121454,33991511
PMC8120980,0
PMC8120892,34870145
PMC8120811,34000458
PMC8120807,34020833
PMC8120806,34000470
PMC8120805,34000419
PMC8120794,34051382
PMC8120793,34111618
PMC8120792,34007141
PMC8120791,34235500
PMC8120790,0
PMC8120789,34000408
PMC8120788,34022619
PMC8120787,34007963
PMC8120786,34007090
PMC8120785,34000327
PMC8120784,34957361
PMC8120783,34000377
PMC8120771,34007878
PMC8120770,34007877
PMC8120687,34007973
PMC8120512,0
PMC8120487,34007094
PMC8120486,34049843
PMC8120485,34090679
PMC8120484,34043944
PMC8120483,34059455
PMC8120482,34007095
PMC8120478,0
PMC8120477,34007287
PMC8120476,34007093
PMC8120454,34007123
PMC8120451,34013072
PMC8120450,34007303
PMC8120449,34007346
PMC8120448,34353652
PMC8120447,34007956
PMC8120438,34955194
PMC8120437,34045103
PMC8120195,34000256
PMC8120108,34000623
PMC8119437,33965598
PMC8119392,34000422
PMC8119391,34198106
PMC8119390,34000442
PMC8119389,34049812
PMC8119295,34007097
PMC8119293,34007250
PMC8119292,34007453
PMC8119281,0
PMC8119245,33932396
PMC8119228,34007865
PMC8118724,33993052
PMC8118723,34000622
PMC8118719,33994206
PMC8118718,33994213
PMC8118717,33992688
PMC8118711,33992693
PMC8118710,33992743
PMC8118709,33992686
PMC8118708,33992721
PMC8118707,34029990
PMC8118706,34007972
PMC8118705,34020844
PMC8118704,34030026
PMC8118703,34020223
PMC8118702,34016490
PMC8118701,34023572
PMC8118700,34007862
PMC8118699,33992805
PMC8118698,34015678
PMC8118697,34049198
PMC8118669,34007092
PMC8118668,34090835
PMC8118667,34238510
PMC8118666,34088506
PMC8118662,34007372
PMC8118661,34092382
PMC8118660,34023150
PMC8118659,34007124
PMC8118647,34012186
PMC8118646,34007917
PMC8118645,34148583
PMC8118644,34053731
PMC8118643,0
PMC8118641,34043946
PMC8118615,33992132
PMC8118614,33992141
PMC8118613,33992137
PMC8118612,33992142
PMC8118611,33992131
PMC8118610,33992144
PMC8118609,33992140
PMC8118608,33992138
PMC8118607,33992148
PMC8118606,33992143
PMC8118388,34007088
PMC8117673,33992689
PMC8117666,0
PMC8117665,33992763
PMC8117664,33992687
PMC8117663,34023795
PMC8117655,33992734
PMC8117542,34002130
PMC8117541,34038806
PMC8117540,0
PMC8117539,34002129
PMC8117538,33992744
PMC8117537,34766055
PMC8117536,34002128
PMC8117535,33992796
PMC8117534,33992761
PMC8117487,34002111
PMC8117486,34022500
PMC8117485,34020326
PMC8117484,34766056
PMC8117483,34217111
PMC8117482,33992793
PMC8117481,33992685
PMC8117480,34045152
PMC8117479,34119413
PMC8117478,34002131
PMC8117477,34002170
PMC8117476,33992654
PMC8117009,33994310
PMC8116818,33993053
PMC8116817,33993054
PMC8116665,34029872
PMC8116635,34316575
PMC8116342,34004174
PMC8116323,34002126
PMC8116318,33992727
PMC8116317,34002101
PMC8116316,34116343
PMC8116315,33992674
PMC8116314,33991531
PMC8116313,34144891
PMC8116312,33992690
PMC8116178,34002103
PMC8116136,34010739
PMC8116135,33992585
PMC8116132,34002125
PMC8116131,33991483
PMC8116130,33991482
PMC8116129,34353515
PMC8116128,34010740
PMC8116127,34044224
PMC8116126,33991505
PMC8116125,34002118
PMC8116124,34002127
PMC8116123,33991578
PMC8116122,33991678
PMC8116121,33991500
PMC8116120,34022633
PMC8115944,33991509
PMC8115943,33991474
PMC8115942,33991506
PMC8115941,34002171
PMC8115940,33991480
PMC8115939,33991508
PMC8115938,33991507
PMC8114870,34002124
PMC8114854,34002172
PMC8114835,34011464
PMC8114834,34217472
PMC8114812,33991677
PMC8114811,34052732
PMC8114810,34023234
PMC8114809,34462194
PMC8114808,34002168
PMC8114807,34002169
PMC8114798,34002102
PMC8114791,34002105
PMC8114768,34176670
PMC8114767,34134011
PMC8114766,34023222
PMC8114765,34120861
PMC8114764,34002167
PMC8114763,34130814
PMC8114762,34120824
PMC8114761,34049806
PMC8114759,34016569
PMC8114758,34023552
PMC8099741,33997747
PMC8099654,33997737
PMC8114675,33996424
PMC8114674,0
PMC8114673,34006475
PMC8114615,33991549
PMC8114614,33997751
PMC8114592,33996435
PMC8114591,34090821
PMC8114590,34049688
PMC8114589,34048987
PMC8114588,34023134
PMC8114587,33991720
PMC8114585,33997209
PMC8114578,33984277
PMC8114573,34235498
PMC8114519,33994776
PMC8114149,33992504
PMC8114148,33992413
PMC8114147,33995692
PMC8114146,0
PMC8114145,0
PMC8114090,33992223
PMC8114034,0
PMC8114033,0
PMC8113163,33994653
PMC8113162,33997725
PMC8113110,33997278
PMC8113109,34020211
PMC8113108,34000678
PMC8113105,0
PMC8113008,33996399
PMC8113007,33994677
PMC8112901,33994708
PMC8112900,33989694
PMC8112899,33994769
PMC8112895,34051438
PMC8112894,33989776
PMC8112893,33989748
PMC8112892,33994768
PMC8112891,34001331
PMC8112887,33997535
PMC8112860,34001427
PMC8112824,33989537
PMC8112807,0
PMC8112622,17643010
PMC8112621,17643009
PMC8112579,33994678
PMC8112467,34130808
PMC8112401,33995562
PMC8112399,34006453
PMC8112397,34049734
PMC8112396,34218857
PMC8112387,33994606
PMC8112386,33995746
PMC8112385,34176669
PMC8112384,34099241
PMC8112323,34000512
PMC8112322,33997770
PMC8112321,34074477
PMC8112299,0
PMC8112293,33997362
PMC8112292,34092400
PMC8112291,33994626
PMC8112290,34144863
PMC8112289,34023221
PMC8112288,34020394
PMC8112283,34059436
PMC8112282,34024714
PMC8112281,34103164
PMC8112223,33996176
PMC8111942,0
PMC8111924,0
PMC8111923,0
PMC8111922,0
PMC8111907,33989790
PMC8111906,0
PMC8111905,0
PMC8111904,0
PMC8111903,0
PMC8111902,0
PMC8111889,34015671
PMC8111888,34020129
PMC8111887,33989761
PMC8111886,34144453
PMC8111885,33994605
PMC8111884,34140221
PMC8111883,33991885
PMC8111882,33989754
PMC8111881,33989662
PMC8111880,34010763
PMC8111879,33989774
PMC8111878,33989810
PMC8111797,33979601
PMC8111796,33979600
PMC8111476,33994014
PMC8111475,0
PMC8111427,0
PMC8111426,0
PMC8111425,0
PMC8111424,0
PMC8111407,33995693
PMC8111406,0
PMC8111405,0
PMC8111404,0
PMC8110696,33989631
PMC8110638,0
PMC8110631,33989635
PMC8110627,33984399
PMC8110625,33984511
PMC8110624,33989596
PMC8110623,33989595
PMC8110335,33984520
PMC8110334,33984466
PMC8110333,33984400
PMC8110332,33984308
PMC8110331,33984393
PMC8110330,34330500
PMC8110329,33993012
PMC8110328,33996436
PMC8110327,34176581
PMC8110326,34140163
PMC8110325,0
PMC8110324,34029956
PMC8110323,33992557
PMC8110322,33984310
PMC8110321,33997827
PMC8110320,34034121
PMC8110319,33989861
PMC8110283,33984819
PMC8110247,33546778
PMC8110209,33984263
PMC8110208,33984262
PMC8110207,33984264
PMC8110200,33994836
PMC8110177,33971127
PMC8110036,33985829
PMC8110035,34243834
PMC8108487,34020320
PMC8108478,34020130
PMC8108477,33984398
PMC8108476,33984396
PMC8108475,33997476
PMC8108474,34044330
PMC8108473,0
PMC8108472,33991952
PMC8108471,33984397
PMC8099623,33906067
PMC8108387,34045065
PMC8108382,34116863
PMC8108381,33997801
PMC8108380,0
PMC8108379,0
PMC8108378,0
PMC8108377,34001390
PMC8108376,0
PMC8108375,0
PMC8108374,34039523
PMC8108372,0
PMC8108371,34045111
PMC8108318,0
PMC8108317,0
PMC8108316,0
PMC8108315,0
PMC8108314,0
PMC8108313,0
PMC8108312,0
PMC8108311,0
PMC8108310,0
PMC8108309,0
PMC8108308,0
PMC8108307,0
PMC8108306,0
PMC8108305,0
PMC8108304,0
PMC8108303,0
PMC8108302,0
PMC8108301,0
PMC8108300,0
PMC8108299,0
PMC8108298,0
PMC8108297,0
PMC8108296,0
PMC8108295,0
PMC8108294,0
PMC8108293,0
PMC8108292,0
PMC8108291,0
PMC8108290,0
PMC8108243,0
PMC8108241,0
PMC8108240,0
PMC8108239,0
PMC8108238,0
PMC8108237,0
PMC8108236,0
PMC8108235,0
PMC8108234,0
PMC8108233,0
PMC8108232,0
PMC8108231,0
PMC8108230,0
PMC8108229,0
PMC8108228,0
PMC8108227,0
PMC8108226,0
PMC8108225,0
PMC8108224,0
PMC8108223,0
PMC8108222,0
PMC8108221,0
PMC8108220,0
PMC8108219,0
PMC8108218,0
PMC8108217,0
PMC8108216,0
PMC8108215,0
PMC8108214,0
PMC8108213,0
PMC8108212,0
PMC8108211,0
PMC8108210,0
PMC8108209,0
PMC8108208,0
PMC8108207,0
PMC8108206,0
PMC8108205,0
PMC8108204,0
PMC8108203,0
PMC8108202,0
PMC8108201,0
PMC8108200,0
PMC8108199,0
PMC8108198,0
PMC8108197,0
PMC8108183,0
PMC8108182,0
PMC8108181,0
PMC8108180,0
PMC8108179,0
PMC8108178,0
PMC8108177,0
PMC8108176,0
PMC8108175,0
PMC8108174,0
PMC8108173,0
PMC8108172,0
PMC8108171,0
PMC8108170,0
PMC8108169,0
PMC8108168,0
PMC8108167,0
PMC8108166,0
PMC8108165,0
PMC8108164,0
PMC8108163,0
PMC8108162,0
PMC8108161,0
PMC8108160,0
PMC8108159,0
PMC8108158,0
PMC8108157,0
PMC8108156,0
PMC8108155,0
PMC8108154,0
PMC8108153,0
PMC8108152,0
PMC8108151,0
PMC8108150,0
PMC8108149,0
PMC8108148,0
PMC8108147,0
PMC8108146,0
PMC8108145,0
PMC8108144,0
PMC8108143,0
PMC8108142,0
PMC8108141,0
PMC8108140,0
PMC8107917,33985766
PMC8107916,33994648
PMC8107834,34125067
PMC8107463,33995561
PMC8107403,0
PMC8107402,0
PMC8107198,34088556
PMC8107062,33984307
PMC8107058,33984489
PMC8107050,33994752
PMC8107047,33984360
PMC8107045,33989958
PMC8107044,33984321
PMC8107043,33984473
PMC8107000,33984795
PMC8106968,33979703
PMC8106965,33979689
PMC8106964,34004419
PMC8106963,34022753
PMC8106962,34022670
PMC8106961,34127288
PMC8106908,34020813
PMC8106907,33996513
PMC8106906,34062147
PMC8106905,34111802
PMC8106898,34049844
PMC8106897,33994611
PMC8106896,33995745
PMC8106895,33994323
PMC8106894,34030945
PMC8106892,33995744
PMC8106891,34172334
PMC8106890,34218871
PMC8106889,33997824
PMC8106888,34029889
PMC8106887,33991510
PMC8106886,34535230
PMC8106884,33996512
PMC8106883,34048708
PMC8106882,34051147
PMC8106881,34020392
PMC8106880,34535241
PMC8106879,33994884
PMC8106878,34916057
PMC8106877,33997767
PMC8106876,33995743
PMC8106825,33990001
PMC8106824,34870146
PMC8106823,0
PMC8106822,33997826
PMC8106532,34316585
PMC8106531,33974933
PMC8106530,33975009
PMC8106525,34020311
PMC8106524,33984687
PMC8106523,33974898
PMC8106522,33975005
PMC8106521,33997479
PMC8106520,33975007
PMC8106506,0
PMC8106485,33975774
PMC8106484,33975759
PMC8106483,33975713
PMC8106265,0
PMC8106264,0
PMC8106263,0
PMC8106262,0
PMC8106261,0
PMC8106260,0
PMC8106259,0
PMC8106241,34004573
PMC8106240,33996398
PMC8106239,33997835
PMC8106236,33992554
PMC8106235,33996501
PMC8106234,34049748
PMC8106233,33989984
PMC8106204,33997262
PMC8106203,33994106
PMC8106202,33974962
PMC8106201,33993046
PMC8106200,33997748
PMC8106199,33992488
PMC8106198,33992487
PMC8106197,33989852
PMC8106194,0
PMC8106191,33996143
PMC8106189,34088598
PMC8106188,33996101
PMC8105740,33894317
PMC8105642,34016439
PMC8105641,34058486
PMC8105493,33975819
PMC8105427,34119431
PMC8105355,33996071
PMC8105308,33996401
PMC8105307,34000711
PMC8105306,34000693
PMC8105305,33975023
PMC8105304,33975021
PMC8105303,34186357
PMC8105142,33971264
PMC8105141,33971145
PMC8105140,33971343
PMC8105139,33994897
PMC8105138,33994552
PMC8105137,33882362
PMC8105136,34189482
PMC8105135,33997146
PMC8105133,34000712
PMC8105132,33971169
PMC8105131,0
PMC8105130,34088550
PMC8105129,33996400
PMC8105128,33997478
PMC8105127,33994016
PMC8105126,33971149
PMC8105125,33994607
PMC8105124,33997477
PMC8105123,0
PMC8105122,33945605
PMC8105121,33971208
PMC8105120,33997540
PMC8105082,33996402
PMC8105081,33971580
PMC8105046,33996518
PMC8105045,33996519
PMC8104913,33971404
PMC8104907,33997800
PMC8104906,33997799
PMC8104727,0
PMC8103791,33989864
PMC8103783,33994894
PMC8103782,33996386
PMC8103781,33984625
PMC8103780,33997662
PMC8103777,33994654
PMC8103774,33971305
PMC8103773,33994842
PMC8103772,34330502
PMC8103771,33971318
PMC8103768,34059351
PMC8103767,33994895
PMC8103744,33976457
PMC8103743,33976456
PMC8103742,33971307
PMC8103741,33994107
PMC8103740,33971225
PMC8103739,34049217
PMC8103738,34330511
PMC8103737,33976895
PMC8103736,33971319
PMC8103735,34023794
PMC8103713,33977169
PMC8103712,33977280
PMC8103711,33977081
PMC8103710,33977281
PMC8103672,34119319
PMC8103290,0
PMC8103194,0
PMC8103193,33972089
PMC8103181,34044008
PMC8103180,34103166
PMC8103179,34074471
PMC8103178,34148630
PMC8103177,34059355
PMC8103176,34083070
PMC8103175,34059357
PMC8103152,33976504
PMC8103151,34049831
PMC8103150,34083071
PMC8103149,34083076
PMC8103148,34074480
PMC8103147,34059359
PMC8103146,34074622
PMC8103145,34148772
PMC8103144,33976591
PMC8103143,34004186
PMC8103142,34074472
PMC8103141,34656272
PMC8103140,34044009
PMC8102437,33976477
PMC8102436,33971130
PMC8102386,33965463
PMC8102385,33965454
PMC8102384,33972145
PMC8102383,34391076
PMC8102382,33965521
PMC8102210,33966927
PMC8102201,0
PMC8102088,34462178
PMC8102087,34000684
PMC8102086,33966960
PMC8102085,33966855
PMC8102084,33977080
PMC8102082,33965375
PMC8102081,34004526
PMC8102080,33848535
PMC8102079,33819470
